retrieval_num,agent_type,length,reward,trauma_encounter
438,FeatureAgent,50,50,False
439,FeatureAgent,50,50,False
440,FeatureAgent,50,50,False
441,FeatureAgent,50,50,False
442,FeatureAgent,50,50,False
443,FeatureAgent,50,50,False
444,FeatureAgent,50,50,False
445,FeatureAgent,50,50,False
446,FeatureAgent,50,50,False
447,FeatureAgent,50,50,False
448,FeatureAgent,50,50,False
449,FeatureAgent,50,50,False
450,FeatureAgent,11,-40,True
451,FeatureAgent,50,50,False
452,FeatureAgent,50,50,False
453,FeatureAgent,50,50,False
454,FeatureAgent,50,50,False
455,FeatureAgent,50,50,False
456,FeatureAgent,50,50,False
457,FeatureAgent,50,50,False
458,FeatureAgent,50,50,False
459,FeatureAgent,50,50,False
460,FeatureAgent,50,50,False
461,FeatureAgent,50,50,False
462,FeatureAgent,50,50,False
463,FeatureAgent,50,50,False
464,FeatureAgent,50,50,False
465,FeatureAgent,50,50,False
466,FeatureAgent,50,50,False
467,FeatureAgent,50,50,False
468,FeatureAgent,50,50,False
469,FeatureAgent,50,50,False
470,FeatureAgent,50,50,False
471,FeatureAgent,50,50,False
472,FeatureAgent,50,50,False
473,FeatureAgent,50,50,False
474,FeatureAgent,50,50,False
475,FeatureAgent,50,50,False
476,FeatureAgent,50,50,False
477,FeatureAgent,50,50,False
478,FeatureAgent,50,50,False
479,FeatureAgent,50,50,False
480,FeatureAgent,50,50,False
481,FeatureAgent,50,50,False
482,FeatureAgent,50,50,False
483,FeatureAgent,50,50,False
484,FeatureAgent,50,50,False
485,FeatureAgent,50,50,False
486,FeatureAgent,50,50,False
487,FeatureAgent,50,50,False
488,FeatureAgent,50,50,False
489,FeatureAgent,50,50,False
490,FeatureAgent,50,50,False
491,FeatureAgent,50,50,False
492,FeatureAgent,50,50,False
493,FeatureAgent,50,50,False
494,FeatureAgent,50,50,False
495,FeatureAgent,50,50,False
496,FeatureAgent,50,50,False
497,FeatureAgent,50,50,False
498,FeatureAgent,50,50,False
499,FeatureAgent,50,50,False
500,FeatureAgent,50,50,False
501,FeatureAgent,50,-1,True
502,FeatureAgent,50,50,False
503,FeatureAgent,50,50,False
504,FeatureAgent,50,-1,True
505,FeatureAgent,50,50,False
506,FeatureAgent,50,50,False
507,FeatureAgent,50,50,False
508,FeatureAgent,50,50,False
509,FeatureAgent,50,50,False
510,FeatureAgent,50,50,False
511,FeatureAgent,17,-34,True
512,FeatureAgent,3,3,False
513,FeatureAgent,50,50,False
514,FeatureAgent,50,50,False
515,FeatureAgent,50,50,False
516,FeatureAgent,50,50,False
517,FeatureAgent,50,50,False
518,FeatureAgent,50,50,False
519,FeatureAgent,50,50,False
520,FeatureAgent,50,50,False
521,FeatureAgent,50,50,False
522,FeatureAgent,50,50,False
523,FeatureAgent,50,50,False
524,FeatureAgent,50,50,False
525,FeatureAgent,50,50,False
526,FeatureAgent,50,50,False
527,FeatureAgent,50,50,False
528,FeatureAgent,50,50,False
529,FeatureAgent,50,50,False
530,FeatureAgent,30,-21,True
531,FeatureAgent,50,50,False
532,FeatureAgent,50,50,False
533,FeatureAgent,50,50,False
534,FeatureAgent,50,50,False
535,FeatureAgent,50,50,False
536,FeatureAgent,50,50,False
537,FeatureAgent,50,50,False
538,FeatureAgent,50,50,False
539,FeatureAgent,50,50,False
540,FeatureAgent,50,50,False
541,FeatureAgent,50,50,False
542,FeatureAgent,50,50,False
543,FeatureAgent,50,50,False
544,FeatureAgent,50,50,False
545,FeatureAgent,50,50,False
546,FeatureAgent,50,50,False
547,FeatureAgent,50,50,False
548,FeatureAgent,50,50,False
549,FeatureAgent,50,50,False
550,FeatureAgent,50,50,False
551,FeatureAgent,50,50,False
552,FeatureAgent,50,50,False
553,FeatureAgent,50,50,False
554,FeatureAgent,50,50,False
555,FeatureAgent,50,50,False
556,FeatureAgent,50,50,False
557,FeatureAgent,50,50,False
558,FeatureAgent,50,50,False
559,FeatureAgent,50,50,False
560,FeatureAgent,50,50,False
561,FeatureAgent,50,50,False
562,FeatureAgent,50,50,False
563,FeatureAgent,50,50,False
564,FeatureAgent,50,50,False
565,FeatureAgent,50,50,False
566,FeatureAgent,50,50,False
567,FeatureAgent,50,50,False
568,FeatureAgent,50,50,False
569,FeatureAgent,50,50,False
570,FeatureAgent,50,50,False
571,FeatureAgent,50,50,False
572,FeatureAgent,50,50,False
573,FeatureAgent,50,50,False
574,FeatureAgent,50,50,False
575,FeatureAgent,50,50,False
576,FeatureAgent,50,50,False
577,FeatureAgent,50,50,False
578,FeatureAgent,50,50,False
579,FeatureAgent,50,50,False
580,FeatureAgent,50,50,False
581,FeatureAgent,50,50,False
582,FeatureAgent,50,50,False
583,FeatureAgent,50,50,False
584,FeatureAgent,50,50,False
585,FeatureAgent,50,50,False
586,FeatureAgent,50,50,False
587,FeatureAgent,50,50,False
588,FeatureAgent,50,50,False
589,FeatureAgent,50,50,False
590,FeatureAgent,50,50,False
591,FeatureAgent,50,50,False
592,FeatureAgent,50,50,False
593,FeatureAgent,50,50,False
594,FeatureAgent,50,50,False
595,FeatureAgent,50,50,False
596,FeatureAgent,50,50,False
597,FeatureAgent,50,50,False
598,FeatureAgent,50,50,False
599,FeatureAgent,50,50,False
600,FeatureAgent,50,50,False
601,FeatureAgent,50,50,False
602,FeatureAgent,50,50,False
603,FeatureAgent,50,50,False
604,FeatureAgent,50,50,False
605,FeatureAgent,50,50,False
606,FeatureAgent,50,50,False
607,FeatureAgent,50,50,False
608,FeatureAgent,50,50,False
609,FeatureAgent,50,50,False
610,FeatureAgent,50,50,False
611,FeatureAgent,50,50,False
612,FeatureAgent,50,50,False
613,FeatureAgent,50,50,False
614,FeatureAgent,50,50,False
615,FeatureAgent,50,50,False
616,FeatureAgent,50,50,False
617,FeatureAgent,50,50,False
618,FeatureAgent,50,-1,True
619,FeatureAgent,50,50,False
620,FeatureAgent,50,50,False
621,FeatureAgent,50,50,False
622,FeatureAgent,50,50,False
623,FeatureAgent,50,50,False
624,FeatureAgent,50,50,False
625,FeatureAgent,50,50,False
626,FeatureAgent,50,50,False
627,FeatureAgent,50,50,False
628,FeatureAgent,50,50,False
629,FeatureAgent,50,50,False
630,FeatureAgent,50,50,False
631,FeatureAgent,50,50,False
632,FeatureAgent,50,50,False
633,FeatureAgent,50,50,False
634,FeatureAgent,50,50,False
635,FeatureAgent,50,50,False
636,FeatureAgent,50,50,False
637,FeatureAgent,50,50,False
638,FeatureAgent,50,50,False
639,FeatureAgent,50,50,False
640,FeatureAgent,50,50,False
641,FeatureAgent,50,50,False
642,FeatureAgent,50,50,False
643,FeatureAgent,50,50,False
644,FeatureAgent,50,50,False
645,FeatureAgent,50,50,False
646,FeatureAgent,50,50,False
647,FeatureAgent,50,50,False
648,FeatureAgent,50,50,False
649,FeatureAgent,50,50,False
650,FeatureAgent,50,50,False
651,FeatureAgent,50,50,False
652,FeatureAgent,50,50,False
653,FeatureAgent,50,50,False
654,FeatureAgent,50,50,False
655,FeatureAgent,50,50,False
656,FeatureAgent,50,50,False
657,FeatureAgent,50,50,False
658,FeatureAgent,50,50,False
659,FeatureAgent,50,50,False
660,FeatureAgent,50,50,False
661,FeatureAgent,50,50,False
662,FeatureAgent,50,50,False
663,FeatureAgent,50,50,False
664,FeatureAgent,50,50,False
665,FeatureAgent,50,50,False
666,FeatureAgent,50,50,False
667,FeatureAgent,50,50,False
668,FeatureAgent,50,50,False
669,FeatureAgent,50,50,False
670,FeatureAgent,50,50,False
671,FeatureAgent,50,50,False
672,FeatureAgent,50,50,False
673,FeatureAgent,50,50,False
674,FeatureAgent,50,50,False
675,FeatureAgent,50,-1,True
676,FeatureAgent,50,50,False
677,FeatureAgent,50,50,False
678,FeatureAgent,50,50,False
679,FeatureAgent,50,50,False
680,FeatureAgent,50,50,False
681,FeatureAgent,50,-1,True
682,FeatureAgent,50,50,False
683,FeatureAgent,50,50,False
684,FeatureAgent,50,50,False
685,FeatureAgent,50,50,False
686,FeatureAgent,50,50,False
687,FeatureAgent,50,50,False
688,FeatureAgent,50,50,False
689,FeatureAgent,50,50,False
690,FeatureAgent,50,50,False
691,FeatureAgent,50,50,False
692,FeatureAgent,50,50,False
693,FeatureAgent,50,50,False
694,FeatureAgent,50,50,False
695,FeatureAgent,50,50,False
696,FeatureAgent,50,50,False
697,FeatureAgent,50,-1,True
698,FeatureAgent,50,50,False
699,FeatureAgent,50,50,False
700,FeatureAgent,50,50,False
701,FeatureAgent,50,50,False
702,FeatureAgent,50,50,False
703,FeatureAgent,50,50,False
704,FeatureAgent,50,50,False
705,FeatureAgent,50,50,False
706,FeatureAgent,50,50,False
707,FeatureAgent,50,50,False
708,FeatureAgent,50,50,False
709,FeatureAgent,50,50,False
710,FeatureAgent,50,50,False
711,FeatureAgent,50,50,False
712,FeatureAgent,50,50,False
713,FeatureAgent,50,50,False
714,FeatureAgent,50,50,False
715,FeatureAgent,50,50,False
716,FeatureAgent,50,50,False
717,FeatureAgent,50,50,False
718,FeatureAgent,50,50,False
719,FeatureAgent,50,50,False
720,FeatureAgent,50,50,False
721,FeatureAgent,50,50,False
722,FeatureAgent,50,50,False
723,FeatureAgent,50,-1,True
724,FeatureAgent,50,50,False
725,FeatureAgent,50,50,False
726,FeatureAgent,50,50,False
727,FeatureAgent,50,-1,True
728,FeatureAgent,50,50,False
729,FeatureAgent,50,50,False
730,FeatureAgent,50,50,False
731,FeatureAgent,50,50,False
732,FeatureAgent,50,50,False
733,FeatureAgent,50,50,False
734,FeatureAgent,50,50,False
735,FeatureAgent,50,50,False
736,FeatureAgent,50,50,False
737,FeatureAgent,50,50,False
738,FeatureAgent,50,50,False
739,FeatureAgent,50,50,False
740,FeatureAgent,43,-8,True
741,FeatureAgent,50,50,False
742,FeatureAgent,50,50,False
743,FeatureAgent,50,50,False
744,FeatureAgent,50,50,False
745,FeatureAgent,50,50,False
746,FeatureAgent,50,50,False
747,FeatureAgent,50,50,False
748,FeatureAgent,50,50,False
749,FeatureAgent,50,50,False
750,FeatureAgent,50,-1,True
751,FeatureAgent,50,50,False
752,FeatureAgent,50,50,False
753,FeatureAgent,50,50,False
754,FeatureAgent,50,50,False
755,FeatureAgent,50,50,False
756,FeatureAgent,50,50,False
757,FeatureAgent,50,50,False
758,FeatureAgent,50,50,False
759,FeatureAgent,50,50,False
760,FeatureAgent,50,50,False
761,FeatureAgent,50,50,False
762,FeatureAgent,50,50,False
763,FeatureAgent,50,50,False
764,FeatureAgent,50,50,False
765,FeatureAgent,50,50,False
766,FeatureAgent,50,50,False
767,FeatureAgent,50,50,False
768,FeatureAgent,50,50,False
769,FeatureAgent,50,50,False
770,FeatureAgent,50,50,False
771,FeatureAgent,50,50,False
772,FeatureAgent,50,50,False
773,FeatureAgent,50,50,False
774,FeatureAgent,50,50,False
775,FeatureAgent,50,50,False
776,FeatureAgent,50,50,False
777,FeatureAgent,50,-1,True
778,FeatureAgent,50,50,False
779,FeatureAgent,50,50,False
780,FeatureAgent,18,-33,True
781,FeatureAgent,37,37,False
782,FeatureAgent,50,50,False
783,FeatureAgent,50,50,False
784,FeatureAgent,50,50,False
785,FeatureAgent,50,50,False
786,FeatureAgent,50,50,False
787,FeatureAgent,50,50,False
788,FeatureAgent,50,50,False
789,FeatureAgent,50,50,False
790,FeatureAgent,50,50,False
791,FeatureAgent,50,50,False
792,FeatureAgent,50,50,False
793,FeatureAgent,50,50,False
794,FeatureAgent,50,50,False
795,FeatureAgent,50,50,False
796,FeatureAgent,50,50,False
797,FeatureAgent,50,50,False
798,FeatureAgent,50,50,False
799,FeatureAgent,50,50,False
800,FeatureAgent,50,50,False
801,FeatureAgent,50,50,False
802,FeatureAgent,50,50,False
803,FeatureAgent,50,50,False
804,FeatureAgent,50,50,False
805,FeatureAgent,50,-1,True
806,FeatureAgent,50,50,False
807,FeatureAgent,50,50,False
808,FeatureAgent,50,50,False
809,FeatureAgent,50,50,False
810,FeatureAgent,50,50,False
811,FeatureAgent,50,50,False
812,FeatureAgent,50,50,False
813,FeatureAgent,50,50,False
814,FeatureAgent,50,50,False
815,FeatureAgent,50,50,False
816,FeatureAgent,50,50,False
817,FeatureAgent,50,50,False
818,FeatureAgent,50,-1,True
819,FeatureAgent,50,50,False
820,FeatureAgent,50,50,False
821,FeatureAgent,50,50,False
822,FeatureAgent,50,50,False
823,FeatureAgent,50,50,False
824,FeatureAgent,50,50,False
825,FeatureAgent,50,50,False
826,FeatureAgent,50,50,False
827,FeatureAgent,50,50,False
828,FeatureAgent,50,50,False
829,FeatureAgent,50,50,False
830,FeatureAgent,50,50,False
831,FeatureAgent,50,50,False
832,FeatureAgent,50,50,False
833,FeatureAgent,50,50,False
834,FeatureAgent,50,50,False
835,FeatureAgent,50,50,False
836,FeatureAgent,50,50,False
837,FeatureAgent,50,50,False
838,FeatureAgent,50,50,False
839,FeatureAgent,50,50,False
840,FeatureAgent,50,50,False
841,FeatureAgent,50,50,False
842,FeatureAgent,50,50,False
843,FeatureAgent,50,50,False
844,FeatureAgent,50,50,False
845,FeatureAgent,50,50,False
846,FeatureAgent,50,50,False
847,FeatureAgent,50,50,False
848,FeatureAgent,50,50,False
849,FeatureAgent,50,50,False
850,FeatureAgent,50,50,False
851,FeatureAgent,50,50,False
852,FeatureAgent,50,50,False
853,FeatureAgent,50,50,False
854,FeatureAgent,50,50,False
855,FeatureAgent,50,50,False
856,FeatureAgent,50,50,False
857,FeatureAgent,50,50,False
858,FeatureAgent,50,50,False
859,FeatureAgent,50,50,False
860,FeatureAgent,50,-1,True
861,FeatureAgent,50,50,False
862,FeatureAgent,50,50,False
863,FeatureAgent,50,50,False
864,FeatureAgent,50,50,False
865,FeatureAgent,50,50,False
866,FeatureAgent,50,50,False
867,FeatureAgent,50,50,False
868,FeatureAgent,50,50,False
869,FeatureAgent,50,50,False
870,FeatureAgent,50,50,False
